genoma	tipo_rep	contig	rep_ini	rep_fin	contig_len	pident	cov
GCA_015537745.1	r3-T1	JACDYS010000055.1	3801	4751	5768	100.0	100.0
GCA_015537745.1	r3-T13	JACDYS010000045.1	11895	12824	14392	100.0	100.0
GCA_015537745.1	r3-T3	JACDYS010000038.1	6383	7504	24315	100.0	100.0
GCA_015537755.1	r3-T1	JABLVT010000033.1	387	1337	8858	100.0	100.0
GCA_015537765.1	r3-T13	JABLVR010000049.1	744	1673	3281	100.0	100.0
GCA_015537775.1	r3-T13	JABLVS010000065.1	1569	2498	3803	100.0	100.0
GCA_015537775.1	r3-T14	JABLVS010000053.1	1602	2525	10282	100.0	100.0
GCA_015537775.1	r3-T3	JABLVS010000013.1	69428	70549	114918	100.0	100.0
GCA_015537825.1	r3-T1	JABLVQ010000061.1	387	1337	9132	100.0	100.0
GCA_015537845.1	r3-T1	JACDYT010000048.1	6956	7906	12947	100.0	100.0
GCA_015537845.1	r3-T13	JACDYT010000065.1	1622	2551	3307	100.0	100.0
GCA_015537845.1	rP-T1	JACDYT010000024.1	39355	40530	65485	100.0	100.0
GCA_015537855.1	r3-T1	JACDYU010000060.1	4631	5581	12947	100.0	100.0
GCA_015537855.1	r3-T13	JACDYU010000071.1	1622	2551	3307	100.0	100.0
GCA_015537855.1	r3-T3	JACDYU010000042.1	16452	17573	28211	100.0	100.0
GCA_015537865.1	r3-T1	JABLVP010000037.1	7079	8029	8858	100.0	100.0
GCA_015537905.1	r3-T1	JACDYV010000035.1	6447	7397	8858	100.0	100.0
GCA_015537915.1	r3-T1	JABLVO010000042.1	3728	4678	8858	100.0	100.0
GCA_015537945.1	r3-T1	JABLVN010000031.1	7683	8633	8858	100.0	100.0
GCA_015537965.1	r3-T1	JACDYW010000042.1	387	1337	8858	100.0	100.0
GCA_015537965.1	rP-T1	JACDYW010000041.1	7827	9002	10824	100.0	100.0
GCA_015537975.1	r3-T1	JABLVM010000034.1	387	1337	8858	100.0	100.0
GCA_015537995.1	r3-T1	JACDYX010000049.1	7385	8335	8858	100.0	100.0
GCA_015537995.1	rP-T1	JACDYX010000048.1	1824	2999	9124	100.0	100.0
GCA_015538025.1	r3-T1	JABLVL010000027.1	10894	11844	17291	100.0	100.0
GCA_015538025.1	r3-T14	JABLVL010000027.1	283	1206	17291	100.0	100.0
GCA_015538025.1	r3-T67	JABLVL010000025.1	5754	6662	21538	100.0	100.0
GCA_015538045.1	r3-T13	JACDYZ010000056.1	757	1686	3307	100.0	100.0
GCA_015538045.1	r3-T14	JACDYZ010000044.1	7758	8681	10282	100.0	100.0
GCA_015538045.1	rP-T1	JACDYZ010000043.1	7827	9002	10738	100.0	100.0
GCA_015538055.1	r3-T1	JACDYY010000033.1	6194	7144	8858	100.0	100.0
GCA_015538085.1	r3-T1	JABLVK010000049.1	3801	4751	5768	100.0	100.0
GCA_015538085.1	r3-T13	JABLVK010000045.1	6540	7469	8352	100.0	100.0
GCA_015538085.1	r3-T3	JABLVK010000036.1	6388	7509	24320	100.0	100.0
GCA_015538105.1	r3-T1	JABLVJ010000043.1	8499	9449	16800	100.0	100.0
GCA_015538105.1	r3-T14	JABLVJ010000043.1	1973	2896	16800	100.0	100.0
GCA_015538135.1	r3-T13	JABLVI010000043.1	1634	2563	6487	100.0	100.0
GCA_015538135.1	r3-T14	JABLVI010000040.1	6982	7905	10975	100.0	100.0
GCA_015538135.1	r3-T3	JABLVI010000028.1	33035	34156	41882	100.0	100.0
GCA_015538155.1	r3-T13	JACDZB010000078.1	876	1805	3553	100.0	100.0
GCA_015538155.1	rP-T1	JACDZB010000056.1	16074	17249	19073	100.0	100.0
GCA_015538165.1	r3-T1	JABLVH010000047.1	6902	7852	16800	100.0	100.0
GCA_015538165.1	r3-T14	JABLVH010000047.1	13455	14378	16800	100.0	100.0
GCA_015538205.1	r3-T1	JACDZC010000047.1	6606	7556	9097	100.0	100.0
GCA_015538205.1	r3-T14	JACDZC010000048.1	1881	2804	7830	100.0	100.0
GCA_015538205.1	r3-T9	JACDZC010000016.1	23471	24319	108246	99.18	100.0
GCA_015538225.1	r3-T1	JABLVG010000051.1	1991	2941	12947	100.0	100.0
GCA_015538225.1	r3-T13	JABLVG010000063.1	1622	2551	3307	100.0	100.0
GCA_015538235.1	r3-T1	JACDZD010000026.1	6071	7021	8858	100.0	100.0
GCA_015538255.1	r3-T1	JABLVE010000049.1	2063	3013	8858	100.0	100.0
GCA_015538255.1	rP-T1	JABLVE010000048.1	6126	7301	9124	100.0	100.0
GCA_015538275.1	r3-T1	JABLVF010000029.1	4991	5941	8858	100.0	100.0
GCA_015538305.1	r3-T1	JABLVD010000048.1	2062	3012	8858	100.0	100.0
GCA_015538305.1	rP-T1	JABLVD010000043.1	14649	15824	17644	100.0	100.0
GCA_015538325.1	r3-T1	JABLVB010000050.1	10786	11736	16800	100.0	100.0
GCA_015538325.1	r3-T14	JABLVB010000050.1	1881	2804	16800	100.0	100.0
GCA_015538335.1	r3-T1	JABLVC010000032.1	139	1089	8858	100.0	100.0
GCA_015538345.1	r3-T14	JABLVA010000039.1	51	974	14909	100.0	100.0
GCA_015538355.1	r3-T1	JABLUZ010000033.1	3210	4160	8858	100.0	100.0
GCA_015666275.1	r3-T1	JADPHH010000121.1	1	951	8731	100.0	100.0
GCA_015666285.1	r3-T14	JADPHJ010000079.1	12267	13190	14748	100.0	100.0
GCA_015666365.1	r3-T1	JADPHK010000074.1	1	951	16673	100.0	100.0
GCA_015666365.1	r3-T14	JADPHK010000074.1	7769	8692	16673	100.0	100.0
GCA_015666475.1	r3-T1	JADPHP010000125.1	1	951	8731	100.0	100.0
GCA_015666515.1	r3-T1	JADPHT010000081.1	1	951	8731	100.0	100.0
GCA_015666535.1	r3-T14	JADPHU010000044.1	7362	8285	9136	100.0	100.0
GCA_015666535.1	r3-T67	JADPHU010000046.1	759	1667	7047	100.0	100.0
GCA_016054925.1	r3-T137	JAECSJ010000159.1	341	1318	2114	100.0	100.0
GCA_016054925.1	r3-T24	JAECSJ010000108.1	1194	2129	7934	98.29	100.0
GCA_016054925.1	r3-T6	JAECSJ010000084.1	7466	8395	15357	100.0	100.0
GCA_016055015.1	r3-T1	JAECSO010000062.1	226	1176	8858	100.0	100.0
GCA_016055335.1	r3-T1	JAECSV010000112.1	3209	4159	8808	100.0	100.0
GCA_016055475.1	r3-T1	JAECTD010000108.1	7789	8739	8858	100.0	100.0
GCA_016055485.1	r1-T24	JAECTC010000119.1	328	1338	2442	98.61	98.8
GCA_016055485.1	r3-T1	JAECTC010000074.1	7301	8251	12506	100.0	100.0
GCA_016055485.1	r3-T13	JAECTC010000074.1	884	1813	12506	100.0	100.0
GCA_016055485.1	r3-T14	JAECTC010000088.1	7496	8419	9398	100.0	100.0
GCA_016055595.1	r3-T1	JAECTH010000059.1	226	1176	24118	100.0	100.0
GCA_016055595.1	r3-T12	JAECTH010000059.1	8080	9030	24118	95.9	100.0
GCA_016055595.1	r3-T18	JAECTH010000059.1	17513	18463	24118	99.79	100.0
GCA_016055595.1	r3-T2	JAECTH010000059.1	8080	9030	24118	95.06	100.0
GCA_016055685.1	r1-T24	JAECTN010000092.1	1094	2104	2442	98.61	98.8
GCA_016055685.1	r3-T1	JAECTN010000080.1	1018	1968	6223	100.0	100.0
GCA_016055685.1	r3-T13	JAECTN010000075.1	884	1813	7978	100.0	100.0
GCA_016055685.1	r3-T14	JAECTN010000077.1	872	1795	7830	100.0	100.0
GCA_016055715.1	r3-T1	JAECTM010000099.1	307	1257	8858	100.0	100.0
GCA_016055835.1	r3-T1	JAECTU010000054.1	295	1245	8858	100.0	100.0
GCA_016055835.1	r3-T3	JAECTU010000013.1	69404	70525	114793	100.0	100.0
GCA_016055945.1	r3-T1	JAECTZ010000077.1	226	1176	8858	100.0	100.0
GCA_016056005.1	r3-T14	JAECUB010000077.1	1622	2545	14909	100.0	100.0
GCA_016056045.1	r1-T24	JAECUD010000266.1	1086	2096	2442	98.61	98.8
GCA_016056045.1	r3-T1	JAECUD010000148.1	6319	7269	8286	100.0	100.0
GCA_016056045.1	r3-T13	JAECUD010000180.1	884	1813	5915	100.0	100.0
GCA_016056095.1	r3-T1	JAECUH010000021.1	60961	61911	63804	100.0	100.0
GCA_016056095.1	r3-T14	JAECUH010000062.1	4515	5438	10209	100.0	100.0
GCA_016056095.1	rP-T1	JAECUH010000061.1	7827	9002	10825	100.0	100.0
GCA_016056125.1	r3-T1	JAECUI010000060.1	3224	4174	8858	100.0	100.0
GCA_016056145.1	r3-T1	JAECUJ010000081.1	7874	8824	8858	100.0	100.0
GCA_016416045.1	r3-T1	JAELUO010000053.1	1	951	8730	100.0	100.0
GCA_016416045.1	r3-T15	JAELUO010000068.1	907	1839	2278	100.0	100.0
GCA_016484945.1	r3-T1	DADAJG010000072.1	2499	3449	16673	100.0	100.0
GCA_016484945.1	r3-T14	DADAJG010000072.1	10267	11190	16673	100.0	100.0
GCA_016484955.1	r3-T1	DADAJL010000112.1	9522	10472	11501	100.0	100.0
GCA_016484955.1	r3-T14	DADAJL010000112.1	1781	2704	11501	100.0	100.0
GCA_016484985.1	r3-T1	DADAJD010000141.1	2499	3449	8721	100.0	100.0
GCA_016485005.1	r3-T1	DADAJK010000089.1	10202	11152	16673	100.0	100.0
GCA_016485005.1	r3-T14	DADAJK010000089.1	3676	4599	16673	100.0	100.0
GCA_016485025.1	r3-T1	DADAJE010000085.1	2499	3449	8970	100.0	100.0
GCA_016485025.1	r3-T1	DADAJE010000163.1	7919	8869	8962	100.0	100.0
GCA_016485045.1	r3-T1	DADAJF010000147.1	2499	3449	8721	100.0	100.0
GCA_016485085.1	r3-T1	DADAJH010000107.1	2499	3449	12820	100.0	100.0
GCA_016485085.1	r3-T1	DADAJH010000485.1	94	1044	12812	100.0	100.0
GCA_016485105.1	r3-T14	DADAJM010000081.1	104	1027	14758	100.0	100.0
GCA_016485105.1	r3-T14	DADAJM010000361.1	145	1068	9179	100.0	100.0
GCA_016485125.1	r3-T1	DADAJJ010000134.1	2499	3449	8970	100.0	100.0
GCA_016485125.1	r3-T1	DADAJJ010000420.1	7919	8869	8962	100.0	100.0
GCA_016485145.1	r3-T13	DADAJQ010000134.1	1381	2310	9812	100.0	100.0
GCA_016485165.1	r3-T1	DADAJI010000142.1	2499	3449	8970	100.0	100.0
GCA_016485165.1	r3-T1	DADAJI010000351.1	7792	8742	8835	100.0	100.0
GCA_016485165.1	r3-T14	DADAJI010000156.1	1200	2123	7703	100.0	100.0
GCA_016485165.1	r3-T14	DADAJI010000353.1	145	1068	7565	100.0	100.0
GCA_016485185.1	r3-T1	DADAJX010000185.1	1238	2188	6591	100.0	100.0
GCA_016485185.1	r3-T1	DADAJX010000415.1	94	1044	6456	100.0	100.0
GCA_016485185.1	r3-T14	DADAJX010000129.1	3676	4599	10082	100.0	100.0
GCA_016485185.1	r3-T14	DADAJX010000420.1	1723	2646	2790	100.0	100.0
GCA_016485205.1	r3-T1	DADAJP010000134.1	2499	3449	8731	100.0	100.0
GCA_016485225.1	r3-T1	DADAJT010000114.1	2499	3449	8721	100.0	100.0
GCA_016485245.1	r3-T13	DADAJS010000138.1	1621	2550	7299	100.0	100.0
GCA_016485245.1	r3-T14	DADAJS010000118.1	7629	8552	10025	100.0	100.0
GCA_016485245.1	r3-T3	DADAJS010000027.1	3308	4429	37335	100.0	100.0
GCA_016485265.1	r3-T1	DADAJY010000143.1	2499	3449	8731	100.0	100.0
GCA_016485285.1	r3-T1	DADAJN010000142.1	2499	3449	8731	100.0	100.0
GCA_016485305.1	r3-T1	DADAJO010000135.1	2499	3449	8731	100.0	100.0
GCA_016485325.1	r3-T13	DADAJV010000120.1	2346	3275	8423	100.0	100.0
GCA_016485325.1	r3-T14	DADAJV010000115.1	7776	8699	8785	100.0	100.0
GCA_016485345.1	r3-T1	DADAJR010000137.1	2499	3449	8721	100.0	100.0
GCA_016485365.1	r3-T1	DADAJU010000145.1	2499	3449	8721	100.0	100.0
GCA_016485725.1	r3-T18	DADAKP010000051.1	496	1446	5261	100.0	100.0
GCA_016485745.1	r3-T14	DADAKL010000038.1	7260	8183	11078	100.0	100.0
GCA_016485745.1	r3-T18	DADAKL010000040.1	5410	6360	6803	100.0	100.0
GCA_016487265.1	r3-T10	DADANS010000071.1	5829	6722	7697	99.89	100.0
GCA_016487265.1	r3-T5	DADANS010000067.1	7778	8701	9376	100.0	100.0
GCA_016487725.1	r3-T14	DADAOH010000047.1	3676	4599	17469	100.0	100.0
GCA_016609805.1	r3-T14	DADBTK010000052.1	1474	2397	7962	100.0	100.0
GCA_017909475.1	r3-T1	VCQS01000182.1	2616	3566	8880	100.0	100.0
GCA_017909485.1	r3-T13	VDBK01000174.1	1771	2700	3605	100.0	100.0
GCA_017909485.1	r3-T14	VDBK01000169.1	8498	9421	14420	100.0	100.0
GCA_017909485.1	r3-T3	VDBK01000172.1	1912	3033	5859	100.0	100.0
GCA_017909495.1	r3-T13	VDBL01000222.1	1771	2700	3605	100.0	100.0
GCA_017909495.1	r3-T14	VDBL01000212.1	5000	5923	14452	100.0	100.0
GCA_017909495.1	r3-T3	VDBL01000230.1	70	1191	1688	100.0	100.0
GCA_017960395.1	r3-T1	VCQR01000097.1	4886	5836	8858	100.0	100.0
GCA_018156045.1	r3-T14	JAGTAJ010000055.1	4644	5567	12928	100.0	100.0
GCA_018156055.1	r3-T14	JAGTAK010000051.1	7383	8306	12970	100.0	100.0
GCA_018156055.1	r3-T18	JAGTAK010000059.1	5999	6949	8356	100.0	100.0
GCA_018156055.1	r3-T28	JAGTAK010000075.1	281	1219	3344	100.0	100.0
GCA_018156065.1	r3-T14	JAGTAI010000062.1	1474	2397	10027	100.0	100.0
GCA_018156065.1	r3-T3	JAGTAI010000011.1	59336	60457	110357	100.0	100.0
GCA_018156065.1	rP-T1	JAGTAI010000021.1	41045	42220	58166	100.0	100.0
GCA_018156145.1	r3-T14	JAGTAH010000051.1	1475	2398	10027	100.0	100.0
GCA_018156665.1	r3-T15	PNFN01000014.1	508	1440	2278	100.0	100.0
GCA_018156665.1	rP-T1	PNFN01000210.1	3506	4681	4767	100.0	100.0
GCA_018156705.1	r3-T1	PNJI01000005.1	2086	3036	8731	100.0	100.0
GCA_018156705.1	r3-T13	PNJI01000014.1	8724	9653	10268	100.0	100.0
GCA_018156725.1	r3-T1	PNFO01000077.1	6213	7163	8752	100.0	100.0
GCA_018156725.1	r3-T13	PNFO01000078.1	765	1694	2946	100.0	100.0
GCA_018156725.1	r3-T15	PNFO01000027.1	674	1606	2257	100.0	100.0
GCA_018156745.1	r3-T1	PNJH01000016.1	3022	3972	16937	100.0	100.0
GCA_018156745.1	r3-T14	PNJH01000016.1	10790	11713	16937	100.0	100.0
GCA_020657695.1	r3-T1	JAJDFW010000032.1	975	1925	9619	100.0	100.0
GCA_020657695.1	r3-T12	JAJDFW010000038.1	8670	9620	12499	95.9	100.0
GCA_020657695.1	r3-T2	JAJDFW010000038.1	8670	9620	12499	95.06	100.0
GCA_020657695.1	rP-T1	JAJDFW010000036.1	38215	39390	62720	100.0	100.0
GCA_021402995.1	r3-T1	JAJIXP010000047.1	2498	3448	8808	100.0	100.0
GCA_021402995.1	rP-T1	JAJIXP010000041.1	1949	3124	10900	100.0	100.0
GCA_023060185.1	r3-T13	JALLCL010000086.1	4142	5071	6255	100.0	100.0
GCA_023060185.1	r3-T14	JALLCL010000075.1	1	924	10848	100.0	100.0
GCA_023060185.1	r3-T3	JALLCL010000062.1	7600	8721	19281	100.0	100.0
GCA_023061035.1	r3-T1	JALLCJ010000067.1	3440	4390	8979	100.0	100.0
GCA_023061035.1	r3-T14	JALLCJ010000070.1	1	924	7703	100.0	100.0
GCA_023572255.1	r3-T1	JAMKDL010000091.1	1	951	6355	100.0	100.0
GCA_023572255.1	r3-T94	JAMKDL010000066.1	363	1361	13469	99.3	100.0
GCA_023572275.1	r3-T13	JAMKDM010000157.1	757	1686	3307	100.0	100.0
GCA_023572305.1	r3-T1	JAMKDN010000109.1	1	951	8731	100.0	100.0
GCA_023572305.1	r3-T16	JAMKDN010000092.1	11194	12324	12795	98.5	100.0
GCA_023572445.1	r3-T1	JAMKDU010000109.1	1	951	8731	100.0	100.0
GCA_023572625.1	r3-T1	JAMKEC010000078.1	1	951	8731	100.0	100.0
GCA_024138435.1	r3-T13	CP076806.1	1	930	11204	100.0	100.0
GCA_024138435.1	rP-T1	CP076805.1	1	1176	105056	100.0	100.0
GCA_024139015.1	r3-T14	CP076809.1	1	924	17469	100.0	100.0
GCA_024139015.1	r3-T18	CP076810.1	1	951	8229	100.0	100.0
GCA_024139015.1	r3-T28	CP076808.1	19139	20077	65432	100.0	100.0
GCA_024139015.1	r3-T5	CP076811.1	1	924	6829	100.0	100.0
GCA_024139035.1	r3-T14	CP076813.1	1	924	9197	100.0	100.0
GCA_024139055.1	r3-T14	CP076816.1	1	924	17469	100.0	100.0
GCA_024139075.1	r3-T13	CP076820.1	1	930	9543	100.0	100.0
GCA_024139075.1	r3-T14	CP076819.1	1	924	13776	100.0	100.0
GCA_024139075.1	rP-T1	CP076818.1	1	1176	99399	100.0	100.0
GCA_024139095.1	r3-T14	CP076822.1	1	924	11714	100.0	100.0
GCA_024151485.1	r3-T13	JAHICB010000043.1	1609	2538	3281	100.0	100.0
GCA_024151485.1	rP-T1	JAHICB010000034.1	1807	2982	10792	100.0	100.0
GCA_024151505.1	r3-T13	JAHICA010000041.1	1609	2538	3281	100.0	100.0
GCA_024151505.1	rP-T1	JAHICA010000035.1	1807	2982	10792	100.0	100.0
GCA_024151525.1	r3-T13	JAHICD010000030.1	6614	7543	9161	100.0	100.0
GCA_024151525.1	r3-T18	JAHICD010000031.1	6876	7826	7951	100.0	100.0
GCA_024151525.1	rP-T1	JAHICD010000029.1	1807	2982	10792	100.0	100.0
GCA_024151535.1	r3-T13	JAHICC010000040.1	744	1673	3281	100.0	100.0
GCA_024151535.1	rP-T1	JAHICC010000036.1	7811	8986	10792	100.0	100.0
GCA_024151565.1	r3-T14	JAHICE010000060.1	259	1182	8833	100.0	100.0
GCA_024151565.1	r3-T5	JAHICE010000059.1	6998	7921	10233	100.0	100.0
GCA_024151585.1	r3-T14	JAHICF010000053.1	9803	10726	15749	100.0	100.0
GCA_024151585.1	r3-T18	JAHICF010000064.1	1854	2804	8325	100.0	100.0
GCA_024151585.1	r3-T28	JAHICF010000074.1	2514	3452	3716	100.0	100.0
GCA_024151585.1	r3-T5	JAHICF010000075.1	764	1687	3264	100.0	100.0
GCA_024151605.1	r3-T14	JAHICG010000072.1	3055	3978	4938	100.0	100.0
GCA_024151605.1	r3-T18	JAHICG010000069.1	2942	3892	5749	100.0	100.0
GCA_024151605.1	r3-T28	JAHICG010000073.1	2514	3452	3716	100.0	100.0
GCA_024151605.1	r3-T5	JAHICG010000061.1	2311	3234	10231	100.0	100.0
GCA_024151615.1	r3-T14	JAHICI010000055.1	9803	10726	11686	100.0	100.0
GCA_024151615.1	r3-T18	JAHICI010000063.1	1858	2808	8329	100.0	100.0
GCA_024151615.1	r3-T28	JAHICI010000073.1	2514	3452	3716	100.0	100.0
GCA_024151615.1	r3-T5	JAHICI010000067.1	1688	2611	7278	100.0	100.0
GCA_024151645.1	r3-T14	JAHICH010000056.1	7085	8008	15749	100.0	100.0
GCA_024151645.1	r3-T18	JAHICH010000067.1	1854	2804	8325	100.0	100.0
GCA_024151645.1	r3-T28	JAHICH010000078.1	265	1203	3716	100.0	100.0
GCA_024151645.1	r3-T5	JAHICH010000079.1	764	1687	3264	100.0	100.0
GCA_024151665.1	r3-T14	JAHICJ010000062.1	7473	8396	13150	100.0	100.0
GCA_024151665.1	r3-T18	JAHICJ010000072.1	5522	6472	8325	100.0	100.0
GCA_024151665.1	r3-T28	JAHICJ010000083.1	2514	3452	3716	100.0	100.0
GCA_024151685.1	r3-T14	JAHICM010000054.1	9803	10726	15749	100.0	100.0
GCA_024151685.1	r3-T18	JAHICM010000061.1	1854	2804	8325	100.0	100.0
GCA_024151695.1	r3-T14	JAHICK010000057.1	9803	10726	15390	100.0	100.0
GCA_024151695.1	r3-T18	JAHICK010000066.1	1854	2804	8325	100.0	100.0
GCA_024151695.1	r3-T28	JAHICK010000078.1	265	1203	3716	100.0	100.0
GCA_024151725.1	r3-T14	JAHICN010000067.1	2791	3714	5299	100.0	100.0
GCA_024151745.1	r3-T14	JAHICO010000072.1	2791	3714	5299	100.0	100.0
GCA_024151765.1	r3-T14	JAHICR010000045.1	4411	5334	11776	100.0	100.0
GCA_024151765.1	rP-T1	JAHICR010000046.1	7811	8986	10792	100.0	100.0
GCA_024151775.1	r3-T14	JAHICQ010000070.1	2791	3714	5299	100.0	100.0
GCA_024151795.1	r3-T14	JAHICP010000071.1	2791	3714	5299	100.0	100.0
GCA_024151825.1	r3-T14	JAHICL010000055.1	7742	8665	15749	100.0	100.0
GCA_024151825.1	r3-T18	JAHICL010000066.1	1854	2804	8325	100.0	100.0
GCA_024151825.1	r3-T28	JAHICL010000076.1	265	1203	3716	100.0	100.0
GCA_024151845.1	r3-T13	JAHICS010000058.1	1622	2551	3307	100.0	100.0
GCA_024151845.1	r3-T14	JAHICS010000048.1	1586	2509	10250	100.0	100.0
GCA_024151865.1	r3-T13	JAHICT010000055.1	1622	2551	3307	100.0	100.0
GCA_024151865.1	r3-T14	JAHICT010000042.1	7742	8665	10249	100.0	100.0
GCA_024151885.1	r3-T13	JAHICV010000048.1	757	1686	3307	100.0	100.0
GCA_024151885.1	r3-T14	JAHICV010000042.1	1586	2509	10249	100.0	100.0
GCA_024151895.1	r3-T13	JAHICU010000053.1	757	1686	3307	100.0	100.0
GCA_024151905.1	r3-T14	JAHICW010000044.1	603	1526	10432	100.0	100.0
GCA_024151945.1	r3-T14	JAHICX010000039.1	963	1886	9627	100.0	100.0
GCA_024151945.1	r3-T18	JAHICX010000041.1	5522	6472	7650	100.0	100.0
GCA_024151965.1	r3-T14	JAHIDA010000049.1	1586	2509	8187	100.0	100.0
GCA_024151985.1	r3-T14	JAHICZ010000048.1	5679	6602	8187	100.0	100.0
GCA_024152085.1	r3-T13	JAHICY010000052.1	757	1686	3307	100.0	100.0
GCA_024152085.1	r3-T14	JAHICY010000043.1	1586	2509	10250	100.0	100.0
GCA_024271825.1	r3-T13	CP076803.1	1	930	11203	100.0	100.0
GCA_024271825.1	rP-T1	CP076802.1	1	1176	88371	100.0	100.0
GCA_024505645.2	r3-T15	JBCGDB010000102.1	2042	2965	6711	100.0	100.0
GCA_025950435.1	r3-T13	JAPDGQ010000080.1	7716	8645	9250	100.0	100.0
GCA_025950435.1	r3-T3	JAPDGQ010000014.1	40232	41353	91493	100.0	100.0
GCA_025950485.1	r3-T15	JAPDGP010000050.1	1	867	4889	100.0	93.8
GCA_025950485.1	r3-T61	JAPDGP010000051.1	1	873	2583	95.3	93.9
GCA_025971765.1	r3-T13	JAPDKG010000085.1	7978	8907	9271	100.0	100.0
GCA_025971765.1	r3-T3	JAPDKG010000012.1	44244	45365	85596	100.0	100.0
GCA_025971805.1	r3-T15	JAPDKH010000113.1	533	1456	4510	99.67	100.0
GCA_025971805.1	r3-T37	JAPDKH010000104.1	2675	3631	5271	100.0	100.0
GCA_025971805.1	r3-T5	JAPDKH010000098.1	3978	4901	6042	100.0	100.0
GCA_025971805.1	r3-T7	JAPDKH010000056.1	3956	5128	22833	100.0	100.0
GCA_025971805.1	rP-T5	JAPDKH010000111.1	270	1220	4715	100.0	100.0
GCA_025971935.1	r3-T15	JAPDKF010000142.1	263	1186	4727	96.75	100.0
GCA_025971935.1	r3-T168	JAPDKF010000086.1	4160	5095	11276	100.0	100.0
GCA_025971935.1	r3-T60	JAPDKF010000107.1	5692	6621	7890	100.0	100.0
GCA_026239565.1	r3-T5	JAPIWM010000084.1	1	924	7146	100.0	100.0
GCA_026239565.1	r3-T7	JAPIWM010000043.1	3956	5128	22833	100.0	100.0
GCA_026300595.1	r3-T14	DAJZEF010000060.1	7630	8553	10026	100.0	100.0
GCA_026301315.1	r3-T13	DAJZFQ010000065.1	703	1632	3059	100.0	100.0
GCA_026301315.1	r3-T14	DAJZFQ010000051.1	7368	8291	9764	100.0	100.0
GCA_026302075.1	r3-T13	DAJZHD010000191.1	703	1632	3061	100.0	100.0
GCA_026302075.1	r3-T14	DAJZHD010000125.1	7368	8291	9764	100.0	100.0
GCA_026302075.1	r3-T3	DAJZHD010000134.1	5566	6687	8701	100.0	100.0
GCA_026304275.1	r3-T14	DAJZLG010000090.1	7630	8553	10026	100.0	100.0
GCA_026311855.1	r3-T18	DAJZTF010000083.1	2968	3918	7851	100.0	100.0
GCA_026311855.1	r3-T18	DAJZTF010000153.1	1297	2247	7891	100.0	100.0
GCA_026311855.1	r3-T3	DAJZTF010000009.1	61982	63103	110967	100.0	100.0
GCA_026311875.1	r3-T18	DAJZTG010000079.1	2968	3918	7851	100.0	100.0
GCA_026311875.1	r3-T18	DAJZTG010000141.1	1297	2247	7891	100.0	100.0
GCA_026311875.1	r3-T3	DAJZTG010000008.1	44247	45368	110920	100.0	100.0
GCA_026313115.1	r3-T18	DAJZVM010000084.1	2968	3918	7851	100.0	100.0
GCA_026313115.1	r3-T18	DAJZVM010000156.1	5937	6887	7881	100.0	100.0
GCA_026313115.1	r3-T3	DAJZVM010000007.1	44275	45396	110910	100.0	100.0
GCA_026318965.1	r3-T14	DAJZDI010000111.1	6446	7369	8842	100.0	100.0
GCA_026319005.1	r3-T1	DAJZDH010000050.1	2499	3449	11655	100.0	100.0
GCA_026340685.1	r3-T18	DAKBLD010000142.1	2968	3918	7851	100.0	100.0
GCA_026340685.1	r3-T18	DAKBLD010000331.1	1297	2247	7891	100.0	100.0
GCA_026340685.1	r3-T3	DAKBLD010000010.1	44266	45387	55779	100.0	100.0
GCA_026340785.1	r3-T18	DAKBLI010000063.1	2968	3918	7851	100.0	100.0
GCA_026340785.1	r3-T18	DAKBLI010000110.1	1297	2247	7891	100.0	100.0
GCA_026340785.1	r3-T3	DAKBLI010000012.1	44279	45400	110914	100.0	100.0
GCA_026340835.1	r3-T13	DAKBLG010000062.1	3535	4464	13702	100.0	100.0
GCA_026340865.1	r3-T13	DAKBLH010000053.1	1535	2464	13605	100.0	100.0
GCA_026340935.1	r3-T18	DAKBLF010000086.1	2968	3918	7851	100.0	100.0
GCA_026340935.1	r3-T18	DAKBLF010000153.1	1297	2247	7891	100.0	100.0
GCA_026340935.1	r3-T3	DAKBLF010000010.1	61982	63103	110967	100.0	100.0
GCA_026358335.1	r3-T14	DAKCOC010000103.1	7630	8553	10026	100.0	100.0
GCA_026358375.1	r1-T22	DAKCOE010000139.1	79	1089	2280	96.74	97.8
GCA_026358375.1	r3-T14	DAKCOE010000094.1	3676	4599	9638	100.0	100.0
GCA_026358375.1	r3-T3	DAKCOE010000014.1	28338	29459	71073	100.0	100.0
GCA_026358395.1	r3-T14	DAKCOG010000103.1	7630	8553	10026	100.0	100.0
GCA_026358415.1	r1-T2	DAKCOD010000169.1	458	1642	2094	99.92	100.0
GCA_026358425.1	r1-T2	DAKCOF010000136.1	458	1642	2094	99.92	100.0
GCA_026358475.1	r3-T14	DAKCOI010000087.1	7630	8553	10026	100.0	100.0
GCA_026358495.1	r3-T14	DAKCOJ010000122.1	8430	9353	9925	100.0	100.0
GCA_026358515.1	r3-T14	DAKCOK010000045.1	7630	8553	10026	100.0	100.0
GCA_026358525.1	r3-T14	DAKCOM010000075.1	7630	8553	10026	100.0	100.0
GCA_026358555.1	r3-T14	DAKCOL010000108.1	7630	8553	10026	100.0	100.0
GCA_026358575.1	r1-T4	DAKCOQ010000149.1	711	1817	1977	95.4	93.7
GCA_026358575.1	r3-T26	DAKCOQ010000118.1	387	1328	5281	100.0	100.0
