ID	pais	anio	ST	KL	bioproject	portador_oxa72
GCA_026358475.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358495.1	Paraguay	2020	ST79	KL9	PRJEB56918	no
GCA_026358515.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358555.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358575.1	Paraguay	2020	ST79	KL9	PRJEB56918	no
GCA_026358595.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358675.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358715.1	Paraguay	2020	ST1	KL1	PRJEB56918	no
GCA_026358855.1	Paraguay	2020	ST25	KL14	PRJEB56918	no
GCA_026358875.1	Paraguay	2020	ST2	KL2	PRJEB56918	no
GCA_026358895.1	Paraguay	2020	ST25	KL14	PRJEB56918	no
GCA_026554895.1	Colombia	2019	ST79	KL9	PRJNA906166	no
GCA_026554915.1	Colombia	2019	ST79	KL32	PRJNA906166	no
GCA_026555015.1	Colombia	2019	ST25	KL196	PRJNA906166	no
GCA_026555055.1	Colombia	2019	ST78	KL3	PRJNA906166	no
GCA_026555075.1	Colombia	2019	ST1635	KL20	PRJNA906166	si
GCA_026555095.1	Chile	2019	ST318	KL22	PRJNA906166	no
GCA_026555115.1	Chile	2018	ST318	KL22	PRJNA906166	no
GCA_026555155.1	Chile	2019	ST318	KL22	PRJNA906166	no
GCA_026555195.1	Chile	2019	ST318	KL22	PRJNA906166	no
GCA_026555235.1	Argentina	2019	ST2	KL3	PRJNA906166	no
GCA_026555275.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026555295.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026555315.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561215.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561235.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561255.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561275.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561295.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561315.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561335.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561355.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561375.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561415.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561435.1	Argentina	2019	ST2	KL2	PRJNA906166	no
GCA_026561455.1	Argentina	2019	ST25	KL77	PRJNA906166	no
GCA_026561475.1	Argentina	2019	ST25	KL9	PRJNA906166	no
GCA_026561495.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026561515.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026568275.1	Argentina	2019	ST25	KL9	PRJNA906166	no
GCA_026568295.1	Argentina	2019	ST1	KL1	PRJNA906166	no
GCA_026568315.1	Argentina	2019	ST25	KL37	PRJNA906166	no
GCA_026568355.1	Argentina	2019	ST25	KL37	PRJNA906166	no
GCA_026568375.1	Colombia	2019	ST79	KL32	PRJNA906166	no
GCA_026568385.1	Argentina	2019	ST25	KL9	PRJNA906166	no
GCA_026568415.1	Argentina	2019	ST25	KL23	PRJNA906166	no
GCA_026568455.1	Colombia	2019	ST79	KL32	PRJNA906166	no
GCA_026568475.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_026568495.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_026568515.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_026568535.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_026568575.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_026568595.1	Colombia	2019	ST25	KL3	PRJNA906166	no
GCA_028402465.1	Brasil	2013	ST79	KL22	PRJNA497603	no
GCA_028402505.1	Brasil	2013	ST-	KL203	PRJNA497606	no
GCA_028435895.1	Brasil	2014	ST113	KL10	PRJNA742192	no
GCA_028435925.1	Brasil	2014	ST15	KL22	PRJNA742192	no
GCA_028435965.1	Brasil	2014	ST15	KL22	PRJNA742192	no
GCA_028435975.1	Brasil	2006	ST1	KL18	PRJNA742192	no
GCA_028435995.1	Brasil	2014	ST113	KL10	PRJNA742192	no
GCA_028436005.1	Brasil	2014	ST881	KL15	PRJNA742192	no
GCA_028439845.1	Brasil	2014	ST79	KL13	PRJNA742192	no
GCA_028439855.1	Brasil	2014	ST881	KL15	PRJNA742192	no
GCA_028439875.1	Brasil	2014	ST25	KL37	PRJNA742192	no
GCA_028439905.1	Brasil	2014	ST113	KL13	PRJNA742192	no
GCA_028439915.1	Brasil	2014	ST15	KL22	PRJNA742192	no
GCA_028439945.1	Brasil	2014	ST-	KL13	PRJNA742192	no
GCA_028439955.1	Brasil	2014	ST15	KL22	PRJNA742192	no
GCA_028439975.1	Brasil	2014	ST113	KL81	PRJNA742192	no
GCA_028440005.1	Brasil	2014	ST113	KL13	PRJNA742192	no
GCA_028440015.1	Brasil	2010	ST79	KL210	PRJNA742192	si
GCA_028440045.1	Brasil	2010	ST79	KL52	PRJNA742192	no
GCA_028440065.1	Brasil	2010	ST113	KL27	PRJNA742192	no
GCA_028440075.1	Brasil	2010	ST79	KL210	PRJNA742192	si
GCA_028440105.1	Brasil	2010	ST79	KL210	PRJNA742192	si
GCA_028440125.1	Brasil	2010	ST79	KL22	PRJNA742192	si
GCA_028440145.1	Brasil	2010	ST15	KL22	PRJNA742192	no
GCA_028440165.1	Brasil	2010	ST113	KL13	PRJNA742192	no
GCA_028440185.1	Brasil	2012	ST79	KL52	PRJNA742192	no
GCA_028440195.1	Brasil	2014	ST113	KL13	PRJNA742192	no
GCA_028440225.1	Brasil	2014	ST79	KL22	PRJNA742192	si
GCA_028440245.1	Brasil	2014	ST1	KL18	PRJNA742192	no
GCA_028440255.1	Brasil	2010	ST79	KL210	PRJNA742192	si
GCA_028440285.1	Brasil	2012	ST79	KL52	PRJNA742192	no
GCA_028440295.1	Brasil	2012	ST79	KL52	PRJNA742192	no
GCA_028440325.1	Brasil	2014	ST1	KL1	PRJNA742192	no
GCA_028440335.1	Brasil	2014	ST79	KL49	PRJNA742192	no
GCA_028440365.1	Brasil	2014	ST15	KL22	PRJNA742192	no
GCA_028440385.1	Brasil	2012	ST15	KL9	PRJNA742192	no
GCA_028440395.1	Brasil	2014	ST1	KL18	PRJNA742192	no
GCA_028440415.1	Brasil	2012	ST1	KL18	PRJNA742192	no
GCA_028440435.1	Brasil	2012	ST15	KL22	PRJNA742192	no
GCA_028440485.1	Brasil	2012	ST15	KL22	PRJNA742192	no
GCA_028440505.1	Brasil	2012	ST113	KL152	PRJNA742192	no
GCA_028440515.1	Brasil	2012	ST113	KL27	PRJNA742192	no
GCA_028440525.1	Brasil	2012	ST79	KL13	PRJNA742192	no
GCA_028440555.1	Brasil	2012	ST113	KL10	PRJNA742192	no
GCA_028440585.1	Brasil	2012	ST15	KL9	PRJNA742192	no
GCA_028440615.1	Brasil	2012	ST79	KL9	PRJNA742192	no
GCA_028440635.1	Brasil	2012	ST113	KL152	PRJNA742192	no
GCA_028440705.1	Brasil	2014	ST113	KL152	PRJNA741978	no
GCA_029477905.1	Brasil	2008	ST79	KL33	PRJNA916281	no
GCA_029761775.1	Brasil	2010	ST15	KL3	PRJNA950404	no
GCA_029761785.1	Brasil	2007	ST79	KL9	PRJNA950404	no
GCA_029955785.1	Ecuador	2022	ST2	KL2	PRJNA953974	si
GCA_029955865.1	Ecuador	2022	ST108	KL116	PRJNA953974	si
GCA_029956025.1	Ecuador	2022	ST108	KL116	PRJNA953974	si
GCA_030016845.1	Ecuador	2022	ST79	KL23	PRJNA953974	no
GCA_030016875.1	Ecuador	2021	ST2	KL2	PRJNA953974	si
GCA_030165035.1	Brasil	2020	ST15	KL3	PRJNA974706	no
GCA_030550885.1	Brasil	2022	ST2	KL7	PRJNA938102	no
GCA_030550895.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030550955.1	Brasil	2022	ST2	KL9	PRJNA938102	no
GCA_030550965.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030550975.1	Brasil	2022	ST2	KL7	PRJNA938102	no
GCA_030551015.1	Brasil	2022	ST2	KL7	PRJNA938102	no
GCA_030551035.1	Brasil	2022	ST2	KL9	PRJNA938102	no
GCA_030551055.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030551065.1	Brasil	2022	ST-	KL9	PRJNA938102	no
GCA_030551075.1	Brasil	2022	ST2	KL7	PRJNA938102	no
GCA_030551115.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030551135.1	Brasil	2022	ST2	KL7	PRJNA938102	no
GCA_030551145.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030551165.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030551215.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030551235.1	Brasil	2022	ST2	KL56	PRJNA938102	no
GCA_030755485.1	Argentina	2020	ST2	KL2	PRJNA988092	no
GCA_030755775.1	Brasil	2019	ST15	KL81	PRJNA988092	no
GCA_030755855.1	Argentina	2019	ST25	KL14	PRJNA988092	no
GCA_030756075.1	Argentina	2017	ST2	KL2	PRJNA988092	no
GCA_030756135.1	Argentina	2017	ST2	KL2	PRJNA988092	no
GCA_030756395.1	Argentina	2016	ST2	KL2	PRJNA988092	no
GCA_030756425.1	Argentina	2016	ST25	KL14	PRJNA988092	no
GCA_031100955.1	Brasil	2020	ST15	KL81	PRJNA1003529	no
GCA_031100975.1	Brasil	2020	ST1	KL17	PRJNA1003529	no
GCA_034296425.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296455.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034296475.1	Paraguay	2021	ST2	KL2	PRJNA1012735	no
GCA_034296495.1	Paraguay	2022	ST25	KL149	PRJNA1012735	no
GCA_034296515.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034296535.1	Paraguay	2021	ST2526	KL22	PRJNA1012735	no
GCA_034296555.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034296575.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296595.1	Paraguay	2021	ST2266	KL223	PRJNA1012735	no
GCA_034296605.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296615.1	Paraguay	2021	ST25	KL77	PRJNA1012735	no
GCA_034296625.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296675.1	Paraguay	2021	ST25	KL65	PRJNA1012735	no
GCA_034296695.1	Paraguay	2022	ST1	KL1	PRJNA1012735	no
GCA_034296705.1	Paraguay	2021	ST25	KL22	PRJNA1012735	no
GCA_034296735.1	Paraguay	2021	ST1	KL1	PRJNA1012735	no
GCA_034296755.1	Paraguay	2022	ST25	KL149	PRJNA1012735	no
GCA_034296765.1	Paraguay	2021	ST25	KL9	PRJNA1012735	no
GCA_034296795.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296805.1	Paraguay	2021	ST2526	KL22	PRJNA1012735	no
GCA_034296825.1	Paraguay	2022	ST25	KL149	PRJNA1012735	no
GCA_034296835.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034296875.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034296895.1	Paraguay	2021	ST2	KL3	PRJNA1012735	no
GCA_034296915.1	Paraguay	2021	ST2	KL3	PRJNA1012735	no
GCA_034296925.1	Paraguay	2021	ST2	KL2	PRJNA1012735	no
GCA_034296945.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034296955.1	Paraguay	2021	ST2	KL3	PRJNA1012735	no
GCA_034296995.1	Paraguay	2021	ST25	KL23	PRJNA1012735	no
GCA_034297015.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034297035.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297055.1	Paraguay	2022	ST2	KL3	PRJNA1012735	no
GCA_034297075.1	Paraguay	2021	ST15	KL9	PRJNA1012735	no
GCA_034297095.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297115.1	Paraguay	2021	ST2	KL3	PRJNA1012735	no
GCA_034297135.1	Paraguay	2021	ST2	KL3	PRJNA1012735	no
GCA_034297155.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297175.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297195.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297215.1	Paraguay	2021	ST25	KL77	PRJNA1012735	no
GCA_034297235.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297265.1	Paraguay	2021	ST79	KL9	PRJNA1012735	no
GCA_034297275.1	Paraguay	2022	ST1	KL1	PRJNA1012735	no
GCA_036533995.1	Brasil	2019	ST79	KL9	PRJNA982036	no
GCA_037545705.1	Peru	2022	ST2	KL9	PRJNA936143	si
GCA_037545745.1	Peru	2022	ST2	KL9	PRJNA936143	si
GCA_037545755.1	Peru	2022	ST2	KL9	PRJNA936143	si
GCA_037545805.1	Peru	2022	ST2	KL2	PRJNA936143	si
GCA_039677705.1	Brasil	2021	ST-	KL6	PRJNA677881	no
GCA_039677725.1	Brasil	2021	ST-	KL6	PRJNA677881	no
GCA_039677745.1	Brasil	2021	ST464	KL210	PRJNA677881	no
GCA_039677765.1	Brasil	2021	ST-	KL6	PRJNA677881	no
GCA_040151215.1	Brasil	2011	ST150	KL81	PRJNA677881	no
GCA_040223795.1	Brasil	2019	ST1	KL17	PRJNA1122506	no
GCA_041501475.1	Brasil	2015	ST329	KL9	PRJNA1149802	no
GCA_041927285.1	Argentina	2021	ST79	KL9	PRJNA1158483	no
GCA_042142835.1	Bolivia	2016	ST25	KL22	PRJNA1126181	no
GCA_042153585.1	Argentina	2018	ST25	KL23	PRJNA1126181	no
GCA_042862905.1	Brasil	2019	ST1	KL17	PRJNA1000208	no
GCA_042862925.1	Brasil	2019	ST79	KL9	PRJNA1000208	no
GCA_042938265.1	Brasil	2020	ST730	KL22	PRJNA1003529	no
GCA_042939275.1	Brasil	2020	ST79	KL9	PRJNA1003529	no
GCA_045064695.1	Argentina	2014	ST1	KL1	PRJNA1081428	no
GCA_045066095.1	Argentina	NA	ST15	KL77	PRJNA1081428	no
GCA_045066125.1	Argentina	NA	ST15	KL22	PRJNA1081428	no
GCA_045066145.1	Argentina	NA	ST79	KL77	PRJNA1081428	no
GCA_045066255.1	Argentina	NA	ST15	KL81	PRJNA1081428	no
GCA_045066275.1	Argentina	NA	ST109	KL49	PRJNA1081428	no
GCA_045066335.1	Argentina	NA	ST79	KL77	PRJNA1081428	no
GCA_045066365.1	Argentina	NA	ST15	KL22	PRJNA1081428	no
GCA_045066455.1	Argentina	NA	ST15	KL77	PRJNA1081428	no
GCA_045066515.1	Argentina	NA	ST109	KL49	PRJNA1081428	no
GCA_045066655.1	Argentina	NA	ST109	KL49	PRJNA1081428	no
GCA_048067285.1	Paraguay	2024	ST2	KL3	PRJNA1197744	no
GCA_048067295.1	Paraguay	2024	ST2	KL3	PRJNA1197744	no
GCA_048067305.1	Paraguay	2024	ST2	KL81	PRJNA1197744	no
GCA_048069565.1	Paraguay	2024	ST2	KL3	PRJNA1197744	no
GCA_048480215.1	Paraguay	2024	ST2	KL81	PRJNA1197744	no
GCA_048750995.1	Argentina	2010	ST172	KL51	PRJNA1209693	no
GCA_049355475.1	Chile	2022	ST318	KL22	PRJNA962904	no
GCA_049356015.1	Chile	2023	ST1	KL1	PRJNA962904	no
GCA_049388885.1	Chile	2023	ST1	KL1	PRJNA962904	no
GCA_049706335.1	Argentina	2010	ST25	KL23	PRJNA1245013	no
GCA_050030175.1	Paraguay	2024	ST2	KL81	PRJNA1197744	no
GCA_050030185.1	Paraguay	2024	ST79	KL9	PRJNA1197744	no
GCA_050030675.1	Paraguay	2024	ST2	KL3	PRJNA1197744	no
GCA_050269755.1	Venezuela	2015	ST79	KL22	PRJNA1255660	no
GCA_050896615.1	Chile	2020	ST162	KL19	PRJNA723341	no
GCA_050896635.1	Chile	2021	ST15	KL22	PRJNA723341	no
GCA_050896655.1	Chile	2020	ST318	KL22	PRJNA723341	no
GCA_050896695.1	Chile	2018	ST15	KL22	PRJNA723341	no
GCA_050896705.1	Chile	2020	ST15	KL22	PRJNA723341	no
GCA_050896775.1	Chile	2020	ST1	KL1	PRJNA723341	no
GCA_050896815.1	Chile	2021	ST162	KL19	PRJNA723341	no
GCA_050896855.1	Chile	2021	ST162	KL19	PRJNA723341	no
GCA_050896895.1	Chile	2020	ST318	KL22	PRJNA723341	no
GCA_050896935.1	Chile	2019	ST318	KL22	PRJNA723341	no
GCA_050896975.1	Chile	2015	ST15	KL22	PRJNA723341	no
GCA_050897015.1	Chile	2019	ST318	KL22	PRJNA723341	no
GCA_050897035.1	Chile	2019	ST318	KL22	PRJNA723341	no
GCA_050897055.1	Chile	2020	ST15	KL22	PRJNA723341	no
GCA_050897075.1	Chile	2020	ST15	KL22	PRJNA723341	no
GCA_050897095.1	Chile	2021	ST1	KL1	PRJNA723341	no
GCA_050897115.1	Chile	2021	ST318	KL22	PRJNA723341	no
GCA_050897135.1	Chile	2021	ST1	KL1	PRJNA723341	no
GCA_050897155.1	Chile	2020	ST318	KL22	PRJNA723341	no
GCA_050897175.1	Chile	2022	ST1	KL1	PRJNA723341	no
GCA_050897195.1	Chile	2024	ST162	KL19	PRJNA723341	no
GCA_050897215.1	Chile	2020	ST162	KL19	PRJNA723341	no
GCA_050897235.1	Chile	2020	ST193	KL48	PRJNA723341	no
GCA_050897255.1	Chile	2020	ST15	KL22	PRJNA723341	no
GCA_050897275.1	Chile	2024	ST162	KL19	PRJNA723341	no
GCA_050897295.1	Chile	2019	ST318	KL22	PRJNA723341	no
GCA_050897315.1	Chile	2007	ST15	KL22	PRJNA723341	no
GCA_050897325.1	Chile	2018	ST15	KL22	PRJNA723341	no
GCA_050897355.1	Chile	2016	ST15	KL9	PRJNA723341	no
GCA_050897395.1	Chile	2017	ST318	KL22	PRJNA723341	no
GCA_050897455.1	Chile	2016	ST1	KL1	PRJNA723341	no
GCA_050897475.1	Chile	2015	ST15	KL22	PRJNA723341	no
GCA_050897555.1	Chile	2015	ST15	KL22	PRJNA723341	no
GCA_050897575.1	Chile	2015	ST-	KL22	PRJNA723341	no
GCA_050897595.1	Chile	2011	ST318	KL22	PRJNA723341	no
GCA_050897675.1	Chile	2009	ST162	KL19	PRJNA723341	no
GCA_050897695.1	Chile	1997	ST109	KL49	PRJNA723341	no
GCA_050897715.1	Chile	2009	ST1	KL1	PRJNA723341	no
GCA_050897775.1	Chile	1993	ST109	KL49	PRJNA723341	no
GCA_050897795.1	Chile	1990	ST109	KL49	PRJNA723341	no
GCA_051169065.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169085.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169105.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169125.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169155.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169175.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169195.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169215.1	Brasil	2021	ST-	KL7	PRJNA613847	no
GCA_051169235.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169255.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169275.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169295.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169315.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169335.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169355.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169375.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169395.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169415.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169435.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169445.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169475.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169495.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169515.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169535.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169555.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169575.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169595.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169615.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169635.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169655.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169675.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169695.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169715.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169745.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169765.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169785.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169805.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169825.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169845.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169865.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169885.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169905.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169925.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169945.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169965.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051169985.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170005.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170025.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170045.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170065.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170085.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170105.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170125.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170145.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170165.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170185.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170205.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170225.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170245.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170265.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170285.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170305.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170325.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170345.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170365.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170385.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170405.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170425.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170445.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170465.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170485.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170505.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170525.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170545.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170565.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170585.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170605.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170625.1	Brasil	2021	ST2	KL7	PRJNA613847	no
GCA_051170645.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170665.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170685.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170705.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170725.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170745.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170765.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170785.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170805.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170825.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051170845.1	Brasil	2020	ST2	KL7	PRJNA613847	no
GCA_051776275.1	Bolivia	2016	ST267	KL9	PRJNA1126181	no
GCA_051842185.1	Brasil	2022	ST79	KL3	PRJNA1253151	no
GCA_051842205.1	Brasil	2023	ST25	KL22	PRJNA1253151	no
GCA_051842225.1	Brasil	2021	ST2	KL9	PRJNA1253151	no
GCA_051842245.1	Brasil	2020	ST2	KL7	PRJNA1253151	no
GCA_051842265.1	Brasil	2022	ST2	KL9	PRJNA1253151	no
GCA_051842285.1	Brasil	2022	ST2	KL9	PRJNA1253151	no
GCA_051842305.1	Brasil	2023	ST2	KL9	PRJNA1253151	no
GCA_051941745.1	Peru	2021	ST2724	KL9	PRJNA1128084	si
GCA_051942065.1	Peru	2021	ST2	KL9	PRJNA1128084	si
GCA_052115825.1	Brasil	2021	ST79	KL167	PRJNA1140850	no
GCA_052371335.1	Argentina	2023	ST25	KL2	PRJNA1140135	no
GCA_052371415.1	Argentina	2024	ST25	KL9	PRJNA1140135	no
GCA_052371495.1	Argentina	2023	ST2	KL3	PRJNA1140135	no
GCA_052371515.1	Argentina	2023	ST2	KL3	PRJNA1140135	no
GCA_052371655.1	Argentina	2024	ST2	KL3	PRJNA1140135	no
GCA_052371695.1	Argentina	2023	ST2	KL3	PRJNA1140135	no
GCA_052371715.1	Argentina	2023	ST2	KL3	PRJNA1140135	no
GCA_052371735.1	Argentina	2023	ST2	KL3	PRJNA1140135	no
GCA_052492475.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492535.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_052492555.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492595.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492615.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492635.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_052492675.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_052492695.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492715.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492735.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492755.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492775.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492795.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_052492815.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
